,tooth_01_count_code,tooth_02_count_code,tooth_03_count_code,tooth_04_count_code,tooth_05_count_code,tooth_06_count_code,tooth_07_count_code,tooth_08_count_code,tooth_09_count_code,tooth_10_count_code,tooth_11_count_code,tooth_12_count_code,tooth_13_count_code,tooth_14_count_code,tooth_15_count_code,tooth_16_count_code,tooth_17_count_code,tooth_18_count_code,tooth_19_count_code,tooth_20_count_code,tooth_21_count_code,tooth_22_count_code,tooth_23_count_code,tooth_24_count_code,tooth_25_count_code,tooth_26_count_code,tooth_27_count_code,tooth_28_count_code,tooth_29_count_code,tooth_30_count_code,tooth_31_count_code,tooth_32_count_code,tooth_02_sealant,tooth_03_sealant,tooth_04_sealant,tooth_05_sealant,tooth_07_sealant,tooth_10_sealant,tooth_12_sealant,tooth_13_sealant,tooth_14_sealant,tooth_15_sealant,tooth_18_sealant,tooth_19_sealant,tooth_20_sealant,tooth_21_sealant,tooth_28_sealant,tooth_29_sealant,tooth_30_sealant,tooth_31_sealant,chewed_gum_before_draw,oral_hpv_high_risk_any,oral_hpv_type_6,oral_hpv_type_11,oral_hpv_type_16,oral_hpv_type_18,oral_hpv_type_26,oral_hpv_type_31,oral_hpv_type_33,oral_hpv_type_35,oral_hpv_type_39,oral_hpv_type_40,oral_hpv_type_42,oral_hpv_type_45,oral_hpv_type_51,oral_hpv_type_52,oral_hpv_type_53,oral_hpv_type_54,oral_hpv_type_55,oral_hpv_type_56,oral_hpv_type_58,oral_hpv_type_59,oral_hpv_type_61,oral_hpv_type_62,oral_hpv_type_66,oral_hpv_type_67,oral_hpv_type_68,oral_hpv_type_69,oral_hpv_type_70,oral_hpv_type_71,oral_hpv_type_72,oral_hpv_type_73,oral_hpv_type_81,oral_hpv_type_82,oral_hpv_type_83,oral_hpv_type_84,oral_hpv_positive_control,oral_hpv_internal_control,oral_hpv_any_type,oh_told_gum_disease,oh_self_rated_dental_appearance
tooth_11_count_code,-0.021620822175657695,-0.031893413563563185,0.1869034121909301,0.6372216835679577,0.678986148038815,0.8542264326695168,0.6397517282115658,0.6322308290098121,0.6299523901649706,0.6425396399684531,1.0,0.6817066353890197,0.6381698398454728,0.19451979281930443,-0.027859962774301045,-0.02917931634255041,-0.019551451844703478,-0.022973962363817862,0.1893309843095934,0.6213337083122681,0.646832584693267,0.718234330663609,0.5933406358015273,0.5572359305432952,0.5525046670727579,0.6079255619350421,0.7372035302089421,0.6569285587848265,0.6302434665880133,0.19251151189405094,-0.027158144888627243,-0.023413529098857088,-0.5324376473595958,-0.2956718533748859,0.0036329966490044855,0.06455382352708533,-0.614881198288873,-0.615361248658101,0.05888781615937108,-0.0015218078340755276,-0.29314344930903635,-0.5325626797502645,-0.586801206597386,-0.3463525059624645,0.020655802037257563,0.018753609623176418,0.027217053808825397,-0.004860423674473469,-0.341690880639245,-0.5759203845984917,-0.03648594219782878,0.038033121288721085,0.019574537723076817,0.0382890708588389,-0.018882353442045238,0.015084954338506155,0.03828907085883907,0.03880820817135419,0.01508495433850649,0.023767680026334136,0.034754067764430165,0.03828907085883903,0.01446901052464551,0.03148753458755327,0.021329067873713626,0.032975180887330466,0.023295686121515332,0.019552227017629008,0.013558337647532413,0.026501688527490047,0.03986491475410437,0.01141681737146286,0.03205461254422919,0.0033696061646586277,0.03871811404347531,0.038547581186765684,0.03933432564419683,0.024878788747854787,0.031105815709864357,0.032608942117116485,0.009769231121536034,0.026277544416749374,0.027172878384552457,0.030719955809098493,0.014021301942344706,0.014271021714328258,0.021833250464991,0.031105815709864752,-0.05327397894594428,-0.11804707083594461,0.07664496764616902
tooth_12_count_code,-0.06102967543969065,-0.07966548915759876,0.1520315960378706,0.5891079054388165,0.807170045915034,0.674213426860057,0.5871212884907461,0.5790564231331936,0.576712477316106,0.5804728556164943,0.6817066353890197,1.0,0.6111407811505463,0.14773196439266684,-0.08367125781001172,-0.05118316959899257,-0.04152167943623603,-0.056659668389110365,0.16755479620338345,0.5470851248436288,0.6902339119105894,0.5933163786641381,0.5392417232252363,0.5233174760391909,0.5218657377657625,0.5426466411227852,0.5961372288680721,0.7091369933158724,0.5600164037559849,0.16946252354725277,-0.05752372622107443,-0.050513506869432935,-0.573548580647509,-0.29749763717723837,-0.012895833708590704,0.34230964687855475,-0.6196794755395467,-0.6180074901513603,0.47798956978276963,0.04863673064428182,-0.29255020964662076,-0.575044041663021,-0.6112744368637898,-0.35779387178905403,-0.0044161014285683765,0.19387625372037293,0.2177806208475696,-0.01740386938964897,-0.34449076079725727,-0.604579442606344,-0.050369512619307125,0.025098247470275576,0.021553641054589765,0.02609234145558648,-0.014292855714141937,0.008161370176891366,0.02609234145558649,0.022203501611405524,0.02433260488010007,0.006633335650466758,0.01365791691760687,0.0260923414555864,0.020641718412621583,0.017503595832127277,0.02124232423110666,0.01624698752849581,0.003143734884468217,0.01350062158281378,0.020585925074934744,0.029708294658220544,0.015176069510572458,0.004299927690819532,-0.013282053413848588,-0.002485317390448934,0.03587597460730239,0.02706083672511541,0.02420261025651672,0.011305659270074238,0.02220350161140505,0.006977596157497718,-0.00879766094895382,0.022610335154926015,0.024492963781417822,0.021164583501528802,0.010050664080986642,0.012899783072459262,0.01718161669860291,0.01640158159234381,-0.037966353933298044,-0.1341574276609901,0.0750499744929375
tooth_13_count_code,-0.02887001047326183,0.0401911867072538,0.328210853249781,0.8002904474371395,0.5917116306595881,0.6312313722233412,0.5045217886510106,0.49264620847934104,0.48816788876871176,0.4969123664150198,0.6381698398454728,0.6111407811505463,1.0,0.33445738884547793,0.04324582448019093,-0.0306420246964255,-0.030453891666762108,0.06253481453011063,0.31857600215120996,0.6742460151001118,0.5094066578999834,0.5587834964553121,0.43520764841356124,0.4140236578217319,0.4121132434563068,0.44415640472224155,0.5599470025823695,0.5203321270153791,0.7030717321639418,0.3365111606697552,0.05314699960825423,-0.03813622646177784,-0.6794988551472916,-0.27798948721190614,-0.043967352161383484,0.015111227859560136,-0.6340505333861014,-0.6324455269368469,0.03018846908906863,0.15320283051482267,-0.27595824826691856,-0.6848663891416842,-0.7187538809126642,-0.3633566718306754,-0.044715995192584124,-0.03090759856279396,-0.04097486546811707,-0.09115047983269489,-0.34806996408135066,-0.7053846095029909,-0.024884197802435004,0.026811122677427506,0.017412239745804102,0.02761716323392793,-0.0024370675833939363,0.015789358372411546,0.027617163233928124,0.029173783315148624,0.010122458314142544,0.001470719377059821,0.012170211128310912,0.02761716323392817,0.0062377819307869245,0.029926626949407144,0.020143642786863487,0.01578935837241095,0.008084337603884191,0.013924993644393202,0.010067859206410368,0.0233173156533602,0.011983778445577827,0.006780723561307041,0.006188096898391264,-0.01667477345384047,0.03840524482062474,0.028404320404361298,0.021791666034019126,0.01972919851080953,0.023074267446846614,0.02347577147516097,-0.02242460878210367,0.013904279322848052,0.023907160714368006,0.022205632731548377,0.013929631600564311,0.01808192949681868,0.007827833396145048,0.01697475157854474,-0.04916606432612265,-0.16424131069500633,0.05645767864786479
tooth_14_count_code,0.11538081634866222,0.5140931145764731,0.7664618595855563,0.32997539069405035,0.1503494147561843,0.1877791267821474,0.10096071715317892,0.10712705238493551,0.11046184003704038,0.10537468297587156,0.19451979281930443,0.14773196439266684,0.33445738884547793,1.0,0.5225224101395567,0.09747811986159914,0.12555725763238804,0.5124256871736914,0.6534442423294359,0.25577781081456874,0.07578395772420693,0.1001069776527241,0.002031033400148569,0.01556462979799183,0.015267865495014521,0.011871114686485836,0.10090138833747657,0.07979056772716908,0.2840337173274064,0.6934619233708187,0.5194624054664823,0.12518158611407573,0.36500557532727446,0.667756710494496,-0.00712154577095546,-0.05990840177229188,0.6674175760753835,0.6692239152684165,-0.06567537914870354,-0.004936766001003377,0.6963186856466775,0.36446535213721437,0.40036446561174605,0.7271821072994549,-0.010108208506475088,-0.06969042758695668,-0.05982909155599161,0.005594809127397082,0.7278034947785542,0.3961296721293188,0.004078333117740383,0.034530277194788295,0.03635916597593145,0.03535920344322283,-0.0026085660736925656,0.01911629457455406,0.035359203443222846,0.025336163104021373,0.0218175101122633,0.013892302653004089,0.023917703310248558,0.035359203443223006,0.02904457091988634,0.0320208410064302,0.02898524929682043,0.029921156725388667,0.010479295253628463,0.02533616310402129,0.022696595766107944,0.005638605567942489,0.023566734746394882,0.017238062576129722,0.01630604986169459,-0.0025371263611527824,0.02257748773464422,0.03617072707989344,0.03851071224665721,0.028148979860778398,0.031151020209862552,0.009872144312666196,-0.0110951728178867,0.02544969780434887,0.02725313493828724,0.030261326425907387,0.017868664855376915,0.02801185168621096,0.014803328222833048,0.03115102020986279,-0.04214578504836972,-0.0707791872795097,0.049190514166405956
tooth_15_count_code,0.2517382067401934,0.805723978370558,0.503922443961463,0.047075994983656076,-0.06974153514855279,-0.026325536006557328,0.031572314918972354,0.04529826245221054,0.051492000168427074,0.03916621494373008,-0.027859962774301045,-0.08367125781001172,0.04324582448019093,0.5225224101395567,1.0,0.24927038235436882,0.26962733360249164,0.7149395303915264,0.437927259281395,0.006456063918767915,-0.10531699511673527,-0.08325590853556811,-0.017288647625776206,0.002932836744221787,-0.0038361956944696243,-0.020948653977992494,-0.08426539173013765,-0.10960409559126601,0.015221937898677937,0.45400400748230185,0.7277979548530457,0.26100237109767527,0.8551353065792343,0.2624012176815726,0.1179246691305089,0.020644445779805544,0.6024043233330256,0.6061271075012781,-3.960206141011143e-05,0.10938884790251796,0.259139223081767,0.887787076865542,0.8482067258032236,0.34266126968261584,0.12627764945618378,0.09136205744166001,0.08551159035764155,0.15379168368410984,0.3294886653418253,0.8415257340237869,0.03084882702483425,0.038560038945541344,0.03445087163708376,0.039312067843000294,0.011061771732277839,0.01696683656913808,0.03931206784300036,0.040775783424086706,0.027872072148636885,0.02145641493413749,0.026982547966347328,0.03931206784300036,0.03250286466003998,0.04148887247296783,0.026982547966347248,0.022419454358886762,0.01078107375599484,0.02610359563606022,0.020745252977988207,0.02788087681544678,0.038031588035119045,0.008699099104763481,0.0050687087457497145,-0.01475371476601038,0.02961196049486509,0.040050405203485365,0.036499168518983945,0.026056168828962684,0.029038033193665484,0.01591669453480489,0.0006455574290142188,0.028751079534000436,0.03045633917973083,0.03408610826329917,0.015752974481751746,0.008699099104762787,0.007623698058793124,0.03490690830887636,-0.061004335764478515,0.03833952667011437,0.0431673147053554
tooth_16_count_code,0.6674113448892366,0.2641328249994106,0.1121430643663627,-0.013038142270547767,-0.05727477449391375,-0.018943320651399954,-0.012786071530474044,-9.093318212684357e-05,-2.993091028208138e-05,-0.01340229201356477,-0.02917931634255041,-0.05118316959899257,-0.0306420246964255,0.09747811986159914,0.24927038235436882,1.0,0.5801385927856367,0.2092018029308498,0.09011738487963483,-0.018873124932510414,-0.04685788069483554,-0.03905076246293499,-0.01803384481742454,-0.013927006837415578,-0.012715974030549682,-0.02190311698821655,-0.037101074021485554,-0.05009108563371737,-0.01693266439696377,0.09384535137572213,0.21308233266614926,0.5560300218558041,0.19227159542095165,0.08259806131537557,0.025245132356345006,-0.016642414372196983,0.12571796421563697,0.12909548641468663,-0.018332280667592977,0.02707928815209582,0.0699523984439335,0.19978673579420972,0.19956078531487736,0.10081331488007897,0.04045658222332581,0.021260878122778857,0.013999159759171018,0.039508368740079396,0.10117281269711365,0.1982132778759765,0.02684588966061895,0.03276081219501522,0.02833062196019698,0.030676894238781213,-0.0021590511307758974,0.02068604653288586,0.030676894238780842,0.02673837382559141,0.034150101468597205,0.027676466777233417,0.040764396330509586,0.030676894238780554,0.02509402620098076,0.036286438375863365,0.03066083863954021,0.017993235545743894,0.019553380946991508,0.026738373825590363,0.04148125178060943,0.043681522868645996,0.030554818658237858,0.006444160553005596,0.034149394957960495,0.019669477762718598,0.0490548688300693,0.03456240086446629,0.028690413380328655,0.03240253238858528,0.026738373825590855,0.02509402620098088,0.02329875841071989,0.021714392952405917,0.02888072191129616,0.028671386694609387,0.024665869450297268,0.015036374623679422,0.01405306008824357,0.0325351386096965,0.00782712461700142,0.12208798386697445,0.016075797849803126
tooth_17_count_code,0.5401131661692498,0.26303655185996566,0.11279817635687908,-0.025171317610094557,-0.052686500505419565,-0.020711643621851145,-0.00874868020116397,-0.005302009785062625,-0.0011115433167458296,-0.007952528869366064,-0.019551451844703478,-0.04152167943623603,-0.030453891666762108,0.12555725763238804,0.26962733360249164,0.5801385927856367,1.0,0.20345855258507267,0.06075348243638479,-0.01869784003487856,-0.050478010489709485,-0.03767929276407614,-0.0203201335002967,-0.022294058831911486,-0.021147651760652537,-0.0227165370914882,-0.03856844481219451,-0.04949881833304888,-0.016030388755962344,0.09518221220753813,0.23920771640989566,0.647586234163105,0.21747333697244783,0.08331255713204253,0.035302755819369626,-0.00613453493372156,0.14675300014873233,0.1495647276439904,0.006184152858854071,0.036780933223616176,0.08294882613417846,0.22667367112641112,0.22937387572790877,0.11138484907743954,0.04019551131505617,0.02293180386035098,0.02331519906369774,0.046553863244513376,0.11281443860837725,0.2296213337878807,0.022756016118124785,0.0009790030713709727,0.0031158319860058537,-0.000668011627638532,-0.02411573019402443,-0.008258317295153621,-0.0006680116276386661,0.0018008405043400634,-0.005655696086984172,0.007370751377270156,0.007350698308956179,-0.0006680116276391396,0.0010294795639723942,0.00021972257905224628,-0.007297043576773793,-0.0004504536706447585,0.0017682215164100872,0.0018008405043397834,0.021581302309852248,0.006432226095926726,0.0010294795639729625,-0.004152218382991457,0.0008313272005637498,-0.003129408713058357,0.019909098920159775,0.0034334308266741774,-0.0013134538685147478,-0.0028018730172868593,0.0018008405043398756,-0.0042484156654099565,0.0033667983575302648,0.0032449829478612253,0.005347914137219661,-0.0022602767856702024,0.001418864312654011,-0.00622832757448769,0.005905362077732101,-0.0038017743980517152,-0.0031876632251815556,0.12014941699925571,0.028170936282811112
tooth_18_count_code,0.20799495169483018,0.7271776614144682,0.5307238471928138,0.05942816082617571,-0.056659833371591736,-0.020224985667872664,0.0431918803087901,0.06670781533648196,0.06415922343213379,0.05335817191692234,-0.022973962363817862,-0.056659668389110365,0.06253481453011063,0.5124256871736914,0.7149395303915264,0.2092018029308498,0.20345855258507267,1.0,0.5094220892099022,0.04419966527006797,-0.0959584182119322,-0.07535715714269825,-0.013858309666451235,0.005741001348952366,0.002425968463206267,-0.010849043519334028,-0.07808609039129301,-0.09633911594807615,0.060102833879854455,0.5024469909057075,0.7848310004569762,0.22980346412312896,0.7969355966783401,0.2801588859071568,0.10656578804339575,0.00955382064417587,0.6472927764431627,0.6508594520887846,-0.003346266418018896,0.09740829895816996,0.2827878713776304,0.8007568391503319,0.8971047021989944,0.35548291386042424,0.1174581840446079,0.083499725238643,0.08162313900654858,0.13894379374649968,0.34519002292192175,0.8614960257177704,0.028369192907397915,0.023993111691578136,0.020934671322211044,0.019385340661733766,-0.00273241794890613,0.003988760650849179,0.02515824387201217,0.016222677571438804,0.019559899437994886,0.018392492784949928,0.010385469843622644,0.025158243872012362,0.005239469227039211,0.022972450605103337,0.012819789404748075,0.006583950448706379,0.01499777820222877,0.016222677571438075,0.014383690474967277,-0.003604970540351441,0.013133706665699948,0.01035090580238071,0.003771414818528645,-0.0163329815131674,0.02106195824652151,0.026291800858619853,0.024105871228793253,0.00919614499765827,0.016222677571438356,0.015765119145252922,-0.009737909853062339,0.023256042206121885,0.005425440589511901,0.020614350808970786,0.0042392315879007676,0.010350905802380949,0.0019536826503145283,0.01622267757143816,-0.0543564329374132,0.0012556900250351118,0.046503876105024086
tooth_19_count_code,0.09182338708696625,0.45152230917048425,0.6800250914767964,0.33671678107633674,0.16684112029936352,0.18974760932352888,0.10823184075042924,0.11405470402089816,0.11593868894904466,0.11305015714753495,0.1893309843095934,0.16755479620338345,0.31857600215120996,0.6534442423294359,0.437927259281395,0.09011738487963483,0.06075348243638479,0.5094220892099022,1.0,0.3079758045233004,0.0949374257151225,0.11539017912043992,0.025274865360229225,0.016596866095399145,0.020993130481081014,0.031281861583561624,0.11900608397905862,0.10971445504813346,0.3092119507428106,0.7568608188639138,0.4947451875909698,0.08302920432020469,0.3503978585625676,0.6145381625750049,-0.023173079383775694,-0.0729243561620085,0.6428833576649613,0.6446334910821376,-0.07912721412253343,-0.021376940699930336,0.6194475831699288,0.351949504444782,0.3784305709470009,0.7941848164459964,-0.029235363846841295,-0.0860953118036393,-0.06749205004830401,-0.015092812945346085,0.7479128420122825,0.37485398164627476,0.004189061248711603,0.0398022708330869,0.01681122506213952,0.04077662990707791,0.003794484172717834,0.009176714356059903,0.04077662990707774,0.02634590669567125,0.03697225323657354,0.021325692264009325,0.03217945720239389,0.040776629907079164,0.020606462528628404,0.038225170137785404,0.02743899298840503,0.02686478455274884,0.027016390574156286,0.023626136407178082,0.020190098131981294,0.027016390574156827,0.041103552377905396,0.022172482715223405,0.009508296229680909,-0.003929121878412986,0.03477069131237412,0.04173030521530604,0.039204201843831464,0.011574950777759165,0.03178544727265519,0.0231685987597891,-0.003716632869147016,0.03794546862986845,0.02283174561381788,0.036202323347836934,0.009566907175612914,0.0403136049367698,0.01678364517295766,0.03178544727265541,-0.06077858925162672,-0.08862248605435058,0.044193223644555225
tooth_20_count_code,-0.01865487948333606,0.0008880850961815434,0.26348862523910466,0.6975386736467355,0.5602753089877256,0.623161501801135,0.4732886081501913,0.4642143546962375,0.469381280764638,0.48404982846927647,0.6213337083122681,0.5470851248436288,0.6742460151001118,0.25577781081456874,0.006456063918767915,-0.018873124932510414,-0.01869784003487856,0.04419966527006797,0.3079758045233004,1.0,0.5715956482660526,0.6088454387742103,0.48013845226326,0.4396435786158451,0.4378468874699048,0.4883499443691913,0.615220734504274,0.5541326603916782,0.7642110290842505,0.29487197856009734,0.03751835358796672,-0.020707394695785978,-0.6032873826273545,-0.2672186337622793,0.010513773092065729,0.03843585419036479,-0.581249696002771,-0.5840076277401655,0.06257761327159572,-0.01668326895506433,-0.264827302480557,-0.6047953123350723,-0.6490669537151894,-0.34367999438824853,0.28562445849886553,0.018734140058342917,-0.006915274239141772,0.02732795628566121,-0.3306352546767431,-0.6375727755196211,-0.04146863291125381,0.049047010640020455,0.03254834195745775,0.049254645037525094,0.008201779043367802,0.025186707620107385,0.04925464503752499,0.028956411331141536,0.04445076308063031,0.03635853918658011,0.043097441966384945,0.04925464503752581,0.03109501396117654,0.04311383754225856,0.03406248292930651,0.03160805944028127,0.03303371411005159,0.035867974429196356,0.030153896403712886,0.035910545955766975,0.037605992591394195,0.02305038617310295,0.030408689629141252,-0.004894413832210918,0.03670387097628372,0.049469630596739776,0.043448324531665763,0.020666996359157783,0.042779537527252595,0.031095013961176702,-0.0092279395844472,0.03844863506705058,0.03927494711105863,0.042445692648086,0.0396822503837192,0.028172694211570242,0.040485661111501765,0.04277953752725257,-0.050306527831155044,-0.12557282160073557,0.04204595980801988
tooth_21_count_code,-0.05009234950495903,-0.11250165376809294,0.07400990182981769,0.5262151362021761,0.704799129346187,0.6484918976105765,0.5619126770536252,0.5316001647023999,0.5358353386344165,0.5542587465940562,0.646832584693267,0.6902339119105894,0.5094066578999834,0.07578395772420693,-0.10531699511673527,-0.04685788069483554,-0.050478010489709485,-0.0959584182119322,0.0949374257151225,0.5715956482660526,1.0,0.6730054883030301,0.5888550561688537,0.5561271575742645,0.5473614855515532,0.5971744390719992,0.6697694438265235,0.8091099920586419,0.5491553703794609,0.09580513220674473,-0.09998182313517437,-0.0482186655896198,-0.5011223152380379,-0.3056477404261653,0.015761547181942354,0.2537446580886017,-0.5783098542903783,-0.5756732791215524,0.265814571525358,0.020462706378486496,-0.30191948363564036,-0.4971968206744161,-0.534992621867121,-0.3533526687793526,0.07954574635745104,0.5193417917411525,0.30615670753477486,0.004789589525541673,-0.3376687280558306,-0.5298405917505161,-0.03336882723216134,0.04182854352546632,0.028679875926647926,0.04214759134033096,-0.01877826679027076,0.014118386026027984,0.04214759134033079,0.03554556323914221,0.03094495329259157,0.03567453285820186,0.03338955916954031,0.0421475913403318,0.030433661429758233,0.043112644211424946,0.03338955916953927,0.0376755801992163,0.02316727151596452,0.02467889049078064,0.03402935819281466,0.035228832613284994,0.02360909096792508,0.0214760662696693,0.009474382515561803,0.021732116635721648,0.0442219474241651,0.04246821349128623,0.04343581676044749,0.0368366730606823,0.035545563239140925,0.037258231891592816,0.019630771607120182,0.03144833407975544,0.03243277388140169,0.04246821349128688,0.03291447629458982,0.024160574553377803,0.02761929524627727,0.035545563239140876,-0.031871700716731066,-0.09076918633170321,0.0771479474767553
tooth_22_count_code,-0.031258767377733025,-0.08916569020077282,0.09701054647995387,0.5687897721576809,0.5944668902425351,0.7211456444145731,0.5358883224201532,0.5213628511759071,0.5274792199246102,0.5382561615733008,0.718234330663609,0.5933163786641381,0.5587834964553121,0.1001069776527241,-0.08325590853556811,-0.03905076246293499,-0.03767929276407614,-0.07535715714269825,0.11539017912043992,0.6088454387742103,0.6730054883030301,1.0,0.6684353002237291,0.6048633266632965,0.5980835459476457,0.6649200833803599,0.870109666963321,0.6650358318635748,0.598291183113847,0.1184486313617284,-0.07574670391897752,-0.03857775830308429,-0.5035879129518193,-0.352869628569773,-0.015173263823753044,0.0714385063892134,-0.6506781791246983,-0.6552958207878777,0.0848144461104741,-0.005671580574214264,-0.345250616689129,-0.5065673531687662,-0.5495996294152946,-0.39866256999553307,-0.02802972080508974,0.04235249331791278,0.043550090427101396,-0.06109877790325953,-0.3812858901098439,-0.5443241941354239,-0.022824086700563215,0.0465170280103523,0.04582748282415316,0.046379930272090086,-0.026585092030331173,0.021561229777432387,0.046379930272089934,0.04615816435168173,0.03613176426214807,0.02866596586502714,0.04578115485791522,0.04637993027209043,0.02126168422659603,0.046070433696412866,0.02755803702584461,0.03613176426214796,0.045854269029514234,0.020020062571948504,0.031806484656476605,0.045854269029514505,0.03603558874352043,0.03099441488580529,0.04611043787572659,0.02583562917760787,0.04622582219344747,0.04626085039430078,0.045996379665289466,0.03594411096374879,0.03570292363978813,0.04588485842146999,0.02931551141270969,0.026648598686959547,0.03644442355918387,0.04626085039430115,0.036555534055029495,0.03874301860725639,0.03678635460530955,0.0461581643516813,-0.027430983511283605,-0.085560826491956,0.09101743759656804
tooth_23_count_code,-0.014641254284083732,-0.024208039084148217,0.006883857336983834,0.4506872982209802,0.541392330640776,0.59677322179951,0.6492678988538084,0.6671660068760163,0.6711478602473653,0.6539647588386458,0.5933406358015273,0.5392417232252363,0.43520764841356124,0.002031033400148569,-0.017288647625776206,-0.01803384481742454,-0.0203201335002967,-0.013858309666451235,0.025274865360229225,0.48013845226326,0.5888550561688537,0.6684353002237291,1.0,0.8318173130137932,0.8192642864911662,0.8828951166680484,0.661091933955613,0.5903139151205574,0.4666229728286271,0.021613421540658356,-0.019959995727054286,-0.020547935087919512,-0.3332872918657359,-0.5276249986016789,0.028560955352167416,0.053826825715650416,-0.599067297325296,-0.5942887833309158,0.05595579692583669,0.019873983800360026,-0.5282621583444669,-0.33453476356982514,-0.3598444758299822,-0.5773157136182494,0.00936525282619054,0.05358871863540996,0.054096131537330776,-0.006847468042153823,-0.5751887500729135,-0.35849478582245825,-0.021395219255099195,0.0242230304388825,0.020825247002662348,0.024546255430708465,-0.010617185497540104,0.017680884888972136,0.024546255430708194,0.0251818056691267,0.017680884888971987,0.005540922573607433,0.02816628831777954,0.024546255430708756,0.008098363718077067,0.025494332670995278,0.0027532573682947127,0.01768088488897148,0.021190510717772826,0.0008812296787711563,0.01946626752778865,0.021190510717773035,0.01725522324351147,0.010805807656140084,0.030886599093823935,0.008213636499685687,0.023938381607834323,0.024865813223879308,0.025803491756708395,0.016820983568777717,0.015461575272984083,0.0172552232435113,0.007080951445431997,0.0002786690473477382,0.010228739794448128,0.024865813223879797,0.010731787855012042,0.010805807656139645,0.01170671935182335,0.015461575272984036,-0.03378879277193824,-0.07057656564684772,0.059800523252658104
tooth_24_count_code,-0.0029322670687111038,-0.0038135751840609883,0.01337865356317685,0.4217543770416302,0.5229784112477912,0.5604531461806783,0.6536392776550813,0.6922786802966966,0.6886099391437716,0.6549540322442114,0.5572359305432952,0.5233174760391909,0.4140236578217319,0.01556462979799183,0.002932836744221787,-0.013927006837415578,-0.022294058831911486,0.005741001348952366,0.016596866095399145,0.4396435786158451,0.5561271575742645,0.6048633266632965,0.8318173130137932,1.0,0.9261964002054909,0.8201859444851132,0.5945613888156552,0.5494479508795401,0.4360657261721245,0.016364607799276676,-0.0001418196125194412,-0.01958777999151575,-0.32429006294735574,-0.5674764906801844,0.03208481799532647,0.06572085736121822,-0.5775883670462143,-0.5791059360595772,0.07832929665576173,0.024053329656007236,-0.5686392166009232,-0.32554718280285916,-0.3549819388101056,-0.6524385409562184,0.0364737813066067,0.07561373839224855,0.07051226445112692,0.024286455923828956,-0.6543522228092697,-0.3508780408933644,-0.02679595373443943,0.02527550668547967,0.022739302751099557,0.025631489757031507,-0.012513242521926071,0.010849980668787767,0.025631489757031493,0.017096919645165937,0.019428444916857933,0.01590021786112382,0.02959527282889373,0.025631489757032107,0.005933598285084142,0.0266733647040467,0.005455161757934444,0.01942844491685709,0.02312441725162801,0.01709691964516542,0.015425199461831993,0.03081089817567327,0.018980897116412352,0.013686070349717534,0.025327075435956383,-0.0010980013873578241,0.03311680354282945,0.025983027427143635,0.02701244678569721,0.018524503365316997,0.017096919645165444,0.01898089711641235,0.009869768032037696,0.002940435310432339,0.012475321650632072,0.025983027427143934,0.0048488266192013175,0.013686070349716958,0.013999779327943449,0.01709691964516544,-0.033368615085569785,-0.0650171711683118,0.05632388789863113
tooth_25_count_code,-0.0034520956426169836,-0.010030196199469736,0.012375171744485707,0.4236062033678009,0.5155448457008471,0.5646305656009546,0.6539122645797694,0.6886691207813451,0.6888718631215602,0.6519813837372257,0.5525046670727579,0.5218657377657625,0.4121132434563068,0.015267865495014521,-0.0038361956944696243,-0.012715974030549682,-0.021147651760652537,0.002425968463206267,0.020993130481081014,0.4378468874699048,0.5473614855515532,0.5980835459476457,0.8192642864911662,0.9261964002054909,1.0,0.8197235413683027,0.594401160912159,0.5518057357740891,0.44326302320304295,0.016766833713294908,-0.007731747118043616,-0.02111358209324661,-0.33511605976815173,-0.5812713742091896,0.03229394660030188,0.06707965202329805,-0.597723576999322,-0.5992828236173071,0.07968955472781306,0.024198573538444627,-0.5824616359343121,-0.3363951330533726,-0.3680654317404792,-0.6634562612611532,0.0336820442787566,0.07718451940484858,0.07205017151362675,0.021081625200628017,-0.6636751489862704,-0.3638717643845207,-0.032354092787774534,0.02449658803374464,0.01461578274616886,0.024872197811902058,-0.0060813394380105235,0.010416580671691496,0.024872197811902027,0.025607676688073823,0.018890237150708505,0.015566277196283219,0.021070295519797482,0.024872197811902523,0.018429432614614567,0.02596797168365783,0.005173510060664511,0.018890237150707687,0.022687860091696807,0.016487134306019988,0.015280953925256305,0.030280431092680728,0.0184294326146144,0.013518860175614085,0.03208449815949749,0.002142784046905701,0.0326648228679987,0.025242487356586404,0.02632356525355901,0.017959290138666713,0.016487134306020088,0.018429432614614334,0.009650707098440887,0.0026218329987859404,0.012074999667890527,0.025242487356586536,0.012603904866831137,0.020278290263420762,0.013629546823177569,0.016487134306020026,-0.026068542116736176,-0.0626719364372832,0.05322359746522009
