,cs_salt_tongue_tip_grade,cs_salt_tongue_tip_taste,infant_breast_fed,salt_type_at_table,salt_freq_added_at_table,salt_freq_added_when_cooking,d1_salt_added_at_table_yest,d1_protein_g,d1_cholesterol_mg,d1_total_folate_mcg,d1_food_folate_mcg,d1_folate_dfe_mcg,d1_calcium_mg,d1_phosphorus_mg,d1_magnesium_mg,d1_iron_mg,d1_sodium_mg,d1_potassium_mg,urine_albumin_mgl,urine_creatinine_umoll,apolipoprotein_b_gl,albumin_gdl,alkaline_phosphatase_iul,ast_ul,alt_ul,bun_mgdl,bicarbonate_mmoll,calcium_total_mgdl,cholesterol_serum_mgdl,creatine_kinase_iul,chloride_mmoll,creatinine_mgdl,globulin_gdl,glucose_serum_mgdl,iron_ugdl,potassium_mmoll,sodium_mmoll,phosphorus_mgdl,total_bilirubin_mgdl,total_protein_gdl,triglycerides_serum_mgdl,uric_acid_mgdl,wbc_1000ul,lymphocyte_pct,monocyte_pct,neutrophil_pct,eosinophil_pct,basophil_pct,lymphocyte_1000ul,monocyte_1000ul,neutrophil_1000ul,eosinophil_1000ul,basophil_1000ul,rbc_milionul,hemoglobin_gdl,hematocrit_pct,mcv_fl,mch_pg,mchc_gdl,rdw_pct,platelets_1000ul,mpv_fl,fasting_hours_a,fasting_minutes_a,water_fluoride_mgl,hdl_cholesterol_mgdl,hba1c_pct,insulin_pmoll,triglycerides_mgdl,ldl_cholesterol_mgdl,cholesterol_total_mgdl,vit_b12_serum_pgml,alc_days_drink_past_year_num,alc_days_drink_past_year_unit,alc_days_5plus_past_year_num,cb_money_spent_food_fast_food,head_cold_past_30d,stomach_illness_past_30d,flu_pneumonia_ear_past_30d,blood_donation_past_12mo,cs_smell_problem_past_12mo,cs_hit_head_past_12mo,diab_blood_test_past_3yr,diab_taking_insulin,db_meals_not_home_past_7d,db_fast_food_past_7d,db_ready_to_eat_past_30d,db_frozen_meals_past_30d,fs_hh_food_not_last_12mo,ins_uncovered_past_12mo,care_hospital_overnight_past_year,mc_anemia_treatment_past_3mo,mc_told_increase_activity_past_12mo,mc_told_reduce_sodium_past_12mo,mc_told_reduce_fat_past_12mo,mc_currently_reducing_sodium,occ_work_past_week_status,occ_hours_worked_last_week,oh_last_dental_visit,oh_reason_last_dental_visit,oh_mouth_pain_past_year,pest_used_in_home_past_7d,pest_used_home_past_year,rx_used_alt_med_past_30d,smoke_cigar_past_5d,smoke_any_tobacco_past_5d
alkaline_phosphatase_iul,0.030603286257741138,-0.010114758819595024,,0.05068994039072549,-0.00990026805558871,0.00436657538311557,0.013782313122586338,-0.039027300399751975,-0.0471727319201669,-0.0045386678588281255,-0.078910118988317,0.01629834616521542,0.03170565222768951,-0.015003433152247374,-0.08345686942713575,0.0123616467972675,-0.014695111493848103,-0.0685632426487273,0.030871942375619913,0.026861532876822473,-0.1546142530969979,0.045456759616046935,1.0,0.05861553598951172,-0.0005306628038844582,-0.08916791202170149,-0.06510125958662254,0.15846818352556347,-0.12440550889238261,0.020638654606690964,-0.008354864924092669,-0.0842306755974238,0.015609407609352765,-0.0020968776549139547,-0.011729807812029022,0.07983209412929661,0.00781324887496888,0.3783636237715545,-0.013866762987148685,0.048018014870574686,-0.04937004400465859,-0.03805185382227346,-0.02100073111871431,0.11760119666360024,0.028366823984203614,-0.12746836044336207,0.06665272001056012,-0.033514751196634864,0.045581659409106384,0.0006712532160612619,-0.053721452106829645,0.04532210017425936,-0.043147141747779096,0.10815057990844015,0.007898213849118903,0.009299124495994201,-0.1497602335500656,-0.12406514834447199,-0.0031281678166887746,0.004167588915846011,0.09112459446241229,-0.014280432698442272,0.006490320049889705,0.030366677179764483,-0.044227645214474094,-0.022059523290210478,-0.02688398069361903,0.034770252062411244,-0.0598401653076183,-0.13207125629354166,-0.1257759030303221,0.02967851839124209,-0.012120572490344093,0.08599721739431519,0.009917825100568572,-0.022587282467468432,0.01845172278235306,-0.008740428524686992,0.021201899634210666,0.0007027974644100382,-0.012754918924709,0.015566654709027314,0.0393479132315382,-0.006750337151222515,0.036947299396910514,-0.0036695119471901756,0.01859394809743373,0.006874089456352293,-0.05979282021628861,0.005464109400161441,0.006090841291179962,0.025687506616349512,-0.02912822394881118,-0.030996240400928264,-0.03955136484183434,-0.007828684087998935,0.12532949466384433,0.019432426354172517,-0.043319636926335,-0.05892563757865746,-0.00811194673944727,0.018897336101157305,-0.0032344803800406327,-0.005883061497029084,0.08592998024250419,-0.08510695767677824
ast_ul,-0.02442901407409106,-0.010609533144023015,,-0.0038411174180136274,0.005493166682010523,0.0002052609234884217,-0.016923210155516104,0.03788021551852418,0.029932953170816467,0.0396391437814202,0.06384294131588099,0.028882608562647048,0.0364742292373613,0.04664907421733659,0.05085793284408218,0.02293601143247806,0.02749012624881812,0.0439682559653466,-0.005551147291652213,0.022147733759128225,0.020340962888190175,0.016584258543834052,0.05861553598951172,1.0,0.7131341426152237,-0.01010056773782322,0.030527547814877248,0.02249502746289535,0.027090812315134948,0.23737552388982144,-0.10103497217509823,0.007600865202200745,0.08232372545877188,0.048024870068102986,0.12251778413011402,-0.0024461986700353815,-0.021800911413119566,-0.026731724464982384,0.072713644730464,0.08913567759606758,0.06804846751044527,0.10779500931227401,-0.027223216391184885,0.0010288232142751754,0.07506688939835976,-0.02169294584302924,0.014243728969508773,0.0012248853359658467,-0.012930825423412305,0.02847140752284422,-0.030874162044586657,0.0023845131911200248,-0.008652841829958867,0.05209935578846929,0.10347958927998842,0.09697789629251892,0.06294834612298389,0.07215249407737873,0.05469851622226869,0.00442633387145661,-0.07599941702885973,0.012376699834911738,-0.014013622442386681,0.004164251833941376,0.02203682073262318,0.003248345252216621,0.028936128584668347,0.031137223519733186,0.05560313968544882,-0.01781167231333222,0.029991603200657975,0.05623125569407394,-0.0002091504789442717,-0.058245839535366675,0.004665611043804146,-0.005091993201460317,-0.007648181581997339,-0.03370524347953338,-0.017799905500659165,0.0035355480709309897,-0.004654527479162075,0.02026794964863175,-0.005126431628170992,-0.025439850573329172,0.000356309657177982,-0.001086296576518941,-0.004588526640341689,0.00106261974186439,0.0042518480556481535,0.017576293414090158,-0.003891399994045726,-0.004353369054258265,-0.007261138593694604,-0.02165608941816732,-0.015691999518123872,-0.029888589790010894,0.005835032115420527,-0.005327031240421493,0.0014388582618444037,0.02795933388814177,-0.041474120356953,-0.0087544608139365,-0.012416911546980528,0.007675700097559051,-0.010438574856574083,-0.010052265328830686
alt_ul,-0.03435541706960698,-0.0029017072154622144,,-0.013626357549596757,-0.0011127748114252436,-0.004772051291092206,-0.02988298361159769,0.07748775149783857,0.04965287415478347,0.05434900630281761,0.09400186956452905,0.0377170691059746,0.03872023290316323,0.0754659888006163,0.0854482441769218,0.03259844419514707,0.06090428829153573,0.07523698235444043,-0.008076679024900198,0.03143167756677801,0.15822255274369956,0.07516607348065654,-0.0005306628038844582,0.7131341426152237,1.0,-0.0033481944766588236,0.010910331625973905,0.045087903630195096,0.09757807681311263,0.11970240509799487,-0.08569975191954818,0.010442784012642899,0.05237459935878995,0.09785459216084429,0.1240959491563475,0.002115220806988371,-0.023270766482584644,-0.06932272473554726,0.0707500611809247,0.10417603703583182,0.1499473376472905,0.18838324917754196,0.0243032863790409,-0.0023365879442361613,0.06949679022063779,-0.01695606579165175,0.014377479126650302,-0.012535223380038187,0.024986744541631963,0.07800092663140311,0.007951328192984712,0.021045930615518064,0.023092802283263957,0.16866908076006054,0.22050583676514823,0.2081746746488443,0.04179472164536675,0.0755390089311405,0.10869581771918595,-0.04175687636373087,-0.053137388329874066,0.02565054104391101,-0.013308186928493249,-0.006467149979562242,0.07282583398952004,-0.10750448703044747,0.07724777393686934,0.13696611757660218,0.14730415588041776,0.06529001854087099,0.10773646301754283,0.029949830632441762,-0.008619162222636794,-0.05947262371785497,0.01867519626974519,-0.00965057708632398,-0.015502841062424107,-0.03379345328189941,-0.02436604446534087,0.010189444424362107,-0.009465958313955008,0.004096694665796274,-0.016681619066375986,-0.024770432238743974,-0.002545894062506883,-0.0025170535463985475,-0.0034409805925068445,-0.0037122540993893035,-0.009059848278437534,0.00643885902708768,0.01673250750614113,0.020764412863930763,-0.03296788467437378,-0.019369235910102863,-0.03950254343990755,-0.02379454004359107,-0.07674747604414944,-0.012099666910998659,0.0269248876135355,0.02041180203343341,-0.04884962731606104,-0.008238546390102821,-0.021265793857702612,0.01560684800143874,-0.02392236427289019,-0.022395200156708803
bun_mgdl,-0.04052992708026563,0.03310656374380527,,0.008995973320570049,0.042264355788867405,-0.03181852707435916,0.0030348494396079213,0.10026837576404646,0.08615342064875992,0.013217514893060042,0.03467882261542792,0.006021365264788543,0.05020066468790177,0.0668530831499956,0.06707070067455435,0.033317161531071476,0.029098003376063105,0.09561094896226155,0.22391939705197542,-0.021791580979937226,0.09139558884858531,-0.0742129516676645,-0.08916791202170149,-0.01010056773782322,-0.0033481944766588236,1.0,0.010406693800164485,-0.029382086670458527,0.02704294789505499,0.02289027114413391,-0.01905700424714311,0.5630341377610769,-0.025943849261729657,0.1603892785905494,-0.016274012214144207,0.22576708607718826,0.04104421873775424,0.06654249798833264,0.026207059385052845,-0.07908368220337614,0.07920691493889863,0.31230391420643927,0.015415730816161453,-0.16396426347952034,0.0639947188092573,0.11809866392825441,0.05724313101591061,0.053316089721612975,-0.09136306548997186,0.07775179114367534,0.05007667250381729,0.06471194160266476,0.06340380316826923,-0.11224948138038081,-0.054624901330552714,-0.053211157461421646,0.10522028614092384,0.07650660861154882,-0.01874745740028421,0.0753390975014241,-0.13387374642874134,-0.0024164541791449902,-0.01774268323074091,0.0096656689106818,-0.019295359059533026,-0.04706334059899586,0.19809057716214923,0.07981089296953381,0.06724331487371016,0.04073350234192034,0.03710568812291834,0.059381585926442784,-0.002707998096364191,-0.02249465767493073,0.00217374519821794,0.021338125293588577,0.015515039501447593,0.013541623233777375,0.005863356969792718,0.015146247360017243,-0.01006343223914867,0.050165470379938085,-0.019974050752816486,-0.2121170591068515,0.019593279409969147,0.008446542468754722,0.005667866703837283,-0.01764460019553511,0.09572412346722209,0.05562828632213901,-0.11434548439651665,-0.060703493096306634,-0.08068469052546329,-0.12424701299202838,-0.08993726502253371,-0.10311228129602665,0.11793776017261254,0.017618949844539412,-0.006552463102030785,0.05958290147428537,0.061216336812362555,0.006905470981942633,0.008463163640692193,-0.16728861332609946,0.11934959309640567,0.15848534113428572
bicarbonate_mmoll,0.010474857724826364,0.004942748756422786,,0.008393811292177136,-0.0002190527748099036,0.015656760009682635,0.03068797235130231,0.018666714267983674,-0.012934040617335224,0.05426108362453171,0.05008653450944659,0.04977097049793397,0.029746269721966992,0.036051640733898355,0.06729900698261211,0.06008187641829758,0.009017745965312992,0.07535426912366396,-0.05792792633164928,-0.047079362155880086,0.030798873942993535,0.0737727117814493,-0.06510125958662254,0.030527547814877248,0.010910331625973905,0.010406693800164485,1.0,0.1441289264175685,0.02134945855336939,0.04578433044839646,-0.3858677578814444,0.03780596310608152,-0.02595213931231673,-0.01826388562811983,0.0663753356266184,0.06067468430963624,0.3098590966042875,-0.015483392170068264,0.10875853923809171,0.030287504316160164,-0.05909942208201282,0.04603492295279262,-0.1273798397710093,0.012632734249465597,0.11481654762815083,-0.05135121441297312,0.04773237015146798,0.06379075717356814,-0.07337509052406996,-0.022538150534540603,-0.12308489836727562,0.0032582329758931404,-0.00998632909512526,0.02248055701491634,0.09377754636385474,0.0968975667861541,0.1094625639606093,0.09593078935903847,0.02247526543541045,-0.059664774005196375,-0.12161348783755484,-0.04269815135944372,-0.01112910611658064,0.0032433290621196376,0.13642014619366133,0.09018844169991774,0.010189038600061397,-0.12047983712559678,-0.07146574855990019,0.056198546856310705,0.021168817803281417,0.04057576850267186,-0.0022697028937274464,-0.06590384772293713,0.023382808979086483,0.003451245992798318,0.008343484709211797,0.030943607385221922,0.027669803318987884,-0.006251121009093731,-0.012449815073483547,-0.007570810694508347,0.02154044303183848,0.02701495717878564,-0.017309448577358937,0.024024888490625937,-0.02201954720785397,-0.00636090027377501,0.0459543050283187,0.023160086777140997,0.01958725617260384,0.0202631693666682,0.03093500136551962,-0.015042679864982204,0.021460988729358015,-0.02038659761880926,0.020200920255785536,0.0096684321187885,-0.0037667223895780236,0.024102451829865233,0.04157879493962048,-0.012306834625027015,0.01879061795034711,-0.02217264000150645,0.025583150671133148,0.0468587878655323
calcium_total_mgdl,0.008839914311388199,-0.018656143783149413,,-0.0033906233670523145,-0.010767559770544673,-0.00652602407813002,-0.004408217141516653,0.010054623510837494,-0.011963026482795045,0.02326717021456118,-0.0017459988899904341,0.02772263351214844,0.048417850785596725,0.02270052954151217,0.010179260994038083,0.026613265228188684,-0.0027500764052631184,0.016264702635387363,-0.06485404842001767,0.014048949480942785,0.021082449293361345,0.4981186532503996,0.15846818352556347,0.02249502746289535,0.045087903630195096,-0.029382086670458527,0.1441289264175685,1.0,0.07238668054764408,0.03777549748730732,-0.16502003821478747,-0.051397823324828285,-0.004989012493800164,-0.03427304518622118,0.13292713634949352,0.14319530711764153,0.15309756335621022,0.19095071125797816,0.05882897898477924,0.3611130584686484,0.01827807020670773,0.0843530218892142,0.01841059519132417,0.08331741715228021,-0.0053341758748833845,-0.07265678856942136,-0.005329552696928301,-0.005254037862058788,0.08320572208097543,0.0069985500853004525,-0.019856521527774167,0.002927443673725382,0.011095199003197217,0.2038157855094069,0.20545604215380467,0.20151260367460497,-0.01989999197405866,0.01099272008057627,0.07735884235083433,-0.1188887603124891,0.08309410203949853,-0.01436263074415155,-0.05132397720120881,-0.004602490193647785,-0.011167963925319222,0.06019394714235286,-0.025456840662128177,0.0007798206138036546,-0.010153548045589489,0.03491391304360145,0.0763014934112695,-0.003530258700376743,-0.013034315621283588,-0.05313771344561749,-0.004143658573503442,0.01856242792624792,0.03677653696580665,0.021415024999685128,0.01030154690550564,-0.011126026426242046,-0.002142962940101692,0.00878657045424342,0.04398710709727762,0.05010588114544062,0.004400504828319357,-0.007306368536167931,-0.016152197118999883,-0.009931266125525792,-0.010801495333881993,0.001202628582859039,0.03710045620924892,0.026720181967322097,0.048431577805880345,0.02676372052620696,0.03524292977343285,0.03520819503602968,0.03876697831096947,0.010458890490694766,-0.035564410023723694,-0.04551988642362303,0.04823607023028923,0.02836969536068981,0.0016039579078900158,-0.013072136976397513,0.010685453182381061,-0.039741643756810004
cholesterol_serum_mgdl,0.002146966803169657,-0.024464400859163595,,-0.025206095489221522,0.054644108655143804,0.009492647466871599,-0.02407597822233895,-0.006203394013067414,0.011620862825520903,-0.04131030681187266,0.03822571896836456,-0.058897715517736364,-0.043841886974572974,-0.019990962260360394,0.034507422884215946,-0.05790778425952937,-0.024698197993248808,0.029287375525417613,-0.0034717048615923994,-0.11307121035269338,0.8396884691041961,0.0006428475134378105,-0.12440550889238261,0.027090812315134948,0.09757807681311263,0.02704294789505499,0.02134945855336939,0.07238668054764408,1.0,-0.03776625243218116,-0.12181132597863455,-0.028863399512871042,0.06419483346896877,0.05093720933136538,0.06769761727395261,-0.03321275333539681,-0.03071967587221368,-0.05151533942440378,-0.00920344409960236,0.06199818886378054,0.3481934229310908,0.08012920282773653,0.024225387168973846,0.008259507819370418,-0.06507102338013435,0.010702737610254294,-0.02166752626313285,0.060883057309776216,0.03512284175020283,-0.025227219031352607,0.01600768380702592,-0.014967044779446277,0.05832362420774863,0.01930428007043009,0.0992120328767879,0.0978538544259081,0.11236134247432956,0.10492067436752678,0.03833379949907575,-0.03344554376137439,0.08156257677661614,-0.041498108186767045,0.016896116299949505,0.00023000051145206696,-0.010699845857258259,0.18165774222423103,0.07936387600487377,-0.0215429806655713,0.3672096866792126,0.9107950901076025,0.9827514919584486,0.009099606531724846,0.002530499206363953,-0.07133173815403976,0.009867193109021238,0.016126789556688087,0.03140576465580494,0.025493066648345435,-0.016552042317562517,0.01852643632474213,-0.029753779259995727,-0.01787213798749182,-0.0425261829036741,0.028873495107534557,-0.014887971368350635,0.005369065498220578,-0.016541047284139684,-0.011442097497025842,0.010451679186358186,-0.012056294883496828,0.0010221241046257077,0.01582854418972467,-0.01848843918465711,0.0048056126401800625,-0.020471753646435383,-0.03247761668934311,-0.06455354731610372,0.012701620639860165,0.0007760834324152168,0.02948885391097217,-0.001950290655799777,-0.01747697561552445,-0.0021645097166691956,0.15281924639810276,-0.030727689923372173,0.026301860894917834
creatine_kinase_iul,-0.029648408297583594,-0.008864546022833805,,-0.019001734923962555,-0.026068880094074355,-0.00490505198802891,0.00011654478974291512,0.16658409915205094,0.11100273408569127,0.06341008833519936,0.06565658588347012,0.056298338654342577,0.06876923299681911,0.13193291964674986,0.10236090662061464,0.08150461306157977,0.11891689098863194,0.10735446895514082,-0.010318054824602295,0.12025725602945805,-0.01629635170284469,0.09529217357138012,0.020638654606690964,0.23737552388982144,0.11970240509799487,0.02289027114413391,0.04578433044839646,0.03777549748730732,-0.03776625243218116,1.0,0.006508645842614492,0.07886938659420249,-0.006231339507960521,-0.04390333966686839,0.044868659190308996,0.0167484948549049,0.029932226838735865,-0.021068993458459036,0.05821623254504579,0.06386407424219162,-0.02178774354602527,0.1477257774919383,-0.07008288416950277,0.07269843943045255,0.09576169881659968,-0.09743188734574773,0.03996056694793206,0.002496730147437182,-0.010997342198494367,0.013423428709017714,-0.08649282410727341,0.015584011688625516,-0.039237302686696736,0.1293182542613266,0.09718893306590604,0.10447316925726999,-0.04476479562640995,-0.03317402760131706,0.009227228408490794,-0.009699089440459403,-0.05730752329340069,0.0015598926585314219,-0.010171179921160392,-0.019200885289430203,0.030290047266170697,-0.04328176899138432,-0.011677527669448405,0.033289695462493156,-0.024117424713249663,-0.0032026495385243004,-0.03649311574966366,0.0065642379076632255,0.0009548119969275434,-0.03180791808990548,0.008406694578974961,0.0028002480852256715,-0.012897103452616987,0.018144487260160224,0.0014670111386925174,-0.026363806405856328,0.02528378277576894,-0.024982870455457835,0.03961623340412775,-0.00019759121027887656,0.017761762007997808,0.00599147744637897,0.0024192098079606193,-0.007011820609530057,0.008152459608066698,0.0033952382161514826,0.040848587615886146,0.020069999019839104,0.02700689083211762,0.011674346900020355,0.019722480083416774,-0.043859836936201185,-0.0716814703547072,0.006966860841481972,-0.006719643938139444,-0.0029497378749125747,-0.004339909131820691,0.0016982179698327713,-0.01163614176173973,0.02442730981705031,-0.0020742491509584456,-0.014826622997524633
chloride_mmoll,-0.006963110310059248,-0.0209548468903878,,-0.010546501712485157,0.004842230189221563,-0.000776595204373521,-0.014906470432487438,-0.023917148527219493,-0.013043417258025743,-0.02392910860159997,-0.02923499665963428,-0.020079314519145314,-0.028231783540360537,-0.028754282590447003,-0.05303458862617961,-0.027919465958197113,0.006511218092412764,-0.06354804086810477,0.0068249779226919015,0.1436137940232258,-0.11049861855712374,-0.1524631645772546,-0.008354864924092669,-0.10103497217509823,-0.08569975191954818,-0.01905700424714311,-0.3858677578814444,-0.16502003821478747,-0.12181132597863455,0.006508645842614492,1.0,-0.07254099195257493,-0.13027463914089712,-0.22647729336753258,-0.08998780362993626,0.04822836059180636,0.496135344657522,-0.07230810583464199,-0.08722510991322753,-0.23510258295175168,-0.09060733478716401,-0.09232779059801972,-0.05563453307792464,0.0829605334162243,-0.051026184531259455,-0.06719607610156672,0.017496974823225073,0.0014280103096274924,0.016683222419656488,-0.09228178406204755,-0.06886268637758328,-0.005837129140094539,-0.02651117160079755,-0.080595758238811,-0.13180714994778764,-0.131665860523384,-0.07058390138765416,-0.07425029900395244,-0.045226415775801256,0.046800842846888936,-0.023790661069061886,0.05052584891990513,0.003929520361816609,-0.013132951578721777,-0.015139020338705043,-0.07635849194088133,-0.22158465553715878,0.0067861868285784355,-0.09107294221681382,-0.04734970662715178,-0.11425220621534327,-0.042141974878447536,-0.00928602861950468,0.06925631515630022,-0.004734959427911765,-0.013972661544624386,-0.001282569250353605,0.015236077489038713,-0.02730986293762322,-0.01013354859810921,0.023246169761663774,0.003446390061229774,-0.010906817019148156,0.07678520388339012,-0.0024046229282529306,0.003801162060596303,0.015150061879363831,0.000660928267930005,-0.013390269740366332,-0.018492842592788213,0.0009044411175815275,-0.033004977459063,0.011882788769412898,0.06632759816497494,0.021388481789412304,0.034940793056749485,-0.08411534521329009,-0.011724619875823366,-0.004634347117104751,-0.02966422739059511,-0.01017402276797063,0.01708499900050121,0.0015424836831912463,0.03713454195233773,-0.0028555112430337696,-0.010284372516650273
creatinine_mgdl,-0.016086395597988787,0.053084981043169464,,-0.013536979044441464,0.03508557850544057,-0.040187006299783,0.00020301215629099214,0.03239817318781435,0.03780907887744454,-0.005158736722196673,-0.002375224828897886,-0.005355181973798303,-0.005000127809317438,0.02063334459006984,0.016722046594817935,0.025411918291584235,0.018775891288918045,0.0362362396100524,0.33640010023120165,0.10412586122409542,0.025594743673966414,-0.07828418734364817,-0.0842306755974238,0.007600865202200745,0.010442784012642899,0.5630341377610769,0.03780596310608152,-0.051397823324828285,-0.028863399512871042,0.07886938659420249,-0.07254099195257493,1.0,0.02657312404417518,0.08997361082108132,0.010238941428275616,0.15559217522031174,0.042680412796766196,0.04168678953844532,0.06097383394509541,-0.032550997675102444,0.04426216169721888,0.28446087733715153,0.0013995464693291363,-0.12154796946788579,0.08258415367060497,0.07483513431235306,0.05557600829590862,0.08136860906314297,-0.08072058172934696,0.07131087745007333,0.028336352859791948,0.05091204870485479,0.07961161693125496,-0.0423187737552985,0.008629917474473942,0.01577963152531961,0.09925362921151289,0.07071118366131025,-0.020854862805989163,0.08518784440857594,-0.113833973237336,0.01211915783287754,0.009410208926840994,-0.013611408204909527,0.07368035942183379,-0.08658067567687308,0.10938038752464004,0.03385902880266125,0.03334989202929416,0.0007784147717303828,-0.018370111078284682,0.022077115435807725,0.005982126604940209,-0.04651653087986674,0.007751016703866377,0.009531944037040153,0.004116577698652482,-0.01617554026871963,0.0512516090843557,0.013800305775788616,-0.0111810378575144,0.00980448407837007,-0.017057240206084654,-0.17713755583673757,0.006973590776079104,-0.004576794712216018,-0.010704887489536833,-0.012326124904879826,0.04553208382951602,0.026764138226850778,-0.09513815149874183,-0.09494682342904467,-0.029497260979138268,-0.0942520848507698,-0.02917456200545115,-0.06423116777172705,0.05546512140095731,0.019506258818669082,0.03941184216009351,0.07522491358106746,0.013294995182421252,-0.0030438559326535454,-0.005159848771011834,-0.0876307363673664,-0.018955254336616035,0.007154540529718188
globulin_gdl,0.039337728955380104,-0.011105353462290217,,0.039754817259442035,0.00692212054099271,0.06928909662727097,0.03408113136722837,-0.04255943491348849,0.014941309731057503,-0.06855424730441168,-0.04724528313582141,-0.06714959532708566,-0.06820667227079483,-0.061900556103471976,-0.07870701918846866,-0.06662409973677276,-0.04087781762496514,-0.07856529478828916,0.06811396725019749,0.04333357920153653,0.10262876051143045,-0.3105977717634876,0.015609407609352765,0.08232372545877188,0.05237459935878995,-0.025943849261729657,-0.02595213931231673,-0.004989012493800164,0.06419483346896877,-0.006231339507960521,-0.13027463914089712,0.02657312404417518,1.0,0.10653536572502564,-0.1138257275687787,-0.05063245043706878,-0.1288477329782279,-0.0661948335191952,-0.08226578765511039,0.715402946447602,0.012245233060337271,0.07858214307970791,0.08888159077755187,0.023176860041428125,0.008316958531596962,-0.016909263155280112,-0.025378531110669907,0.0035128632298493394,0.05906790110251003,0.0866620849110266,0.07213373445566544,0.010740822098190607,0.045282576213212106,-0.029201302172259986,-0.17329961138537123,-0.1395688561811474,-0.15172566059038672,-0.18312810583735606,-0.16768448078430007,0.20155256794667575,0.147875085095253,0.027785788742439553,0.07506324420338671,0.013881757477420736,0.013973529457046668,-0.059097682073245734,0.16663497851363124,0.11473338225954392,0.010774244933563338,0.06749214375541934,0.0647116630837624,0.0038365475141168845,-0.03488674395956505,0.08385062209862958,0.04144035970018125,0.006082816976721714,-0.058295492384859746,-0.022627907144293486,0.016378081134087848,0.04135041314376174,0.02516451664518532,-0.025697126942377732,-0.04174794202732727,-0.08288810611434136,0.020971747808451006,0.007374500742967515,0.005490439047648109,0.005542268000541902,-0.08884252969766729,-0.006603967127335702,-0.06361782692072739,-0.020987980997537056,-0.08846052764231323,-0.1183305196166438,-0.11214456398497274,-0.08188106204323892,0.05321413103168402,-0.028614074034383534,0.06460415976647403,0.09864379558639898,-0.031519344632873036,-0.04033382881029926,-0.013006472938958855,0.034261100065734615,0.03687626494740173,0.0675391376191082
glucose_serum_mgdl,0.009358153918319428,0.04326548007658977,,0.011646608016662148,0.060523986001959566,-0.010423296792055434,-0.024099482658178465,-0.00448101011363672,0.029186164355576784,-0.02107417533842446,0.011822561325934202,-0.02792451718605721,-0.02503331597853758,-0.015389092150313815,-0.004608620948746636,-0.015425013198670987,-0.004321405562881167,-0.0008232440214948607,0.17281065123231956,-0.06966202162507634,0.1668774788374889,-0.16425396276202944,-0.0020968776549139547,0.048024870068102986,0.09785459216084429,0.1603892785905494,-0.01826388562811983,-0.03427304518622118,0.05093720933136538,-0.04390333966686839,-0.22647729336753258,0.08997361082108132,0.10653536572502564,1.0,-0.06765625188261915,0.06437936240246764,-0.1831185670807072,-0.10662723264664323,-0.012479011045918326,-0.021923037712527335,0.22654872221439817,0.058402325530435936,0.09490548094176716,-0.11563054724411712,-0.07759561750633155,0.12060360750205806,0.007351951599369465,0.0064894810640119295,-0.009924259948032928,0.02349069020705526,0.11953366138799011,0.03759596753799324,0.06461385514826327,-0.006021690645668811,0.01086541827800411,0.003567171094459763,0.011725672547542684,0.019429385143741325,0.02762654264772719,0.023348764594063057,-0.04260127942058328,0.05635793694927676,-0.032463562821459936,0.007759039918402338,-0.012133276716902525,-0.13636499295298837,0.7905613671366131,0.22907988808155788,0.21939629554673162,0.02087466009531704,0.07473034789224048,0.024218477503208834,-0.01381356788212355,0.05163667147809151,-0.008451060577921395,-0.014007345839772117,-0.0154342351532739,-0.016797465456083186,-0.00647743751396682,0.023630489436281026,-0.013866715146007118,0.024040503390068517,-0.05160261811317349,-0.3463608484371082,0.025363311811436327,-0.00203523627775028,0.00707613531779014,0.00012926305002221278,-0.016977432548321018,0.014604382995711014,-0.06976204205774023,-0.0033310281370410705,-0.18070068415428592,-0.16242588678528397,-0.17386168452276338,-0.10212968153446549,0.09226787629037361,-0.014420595646382877,0.041797731485521315,0.11987367194663803,0.012667374189152175,-0.027973920215095288,0.004897875920947654,-0.11759320275230795,0.0051893091615654845,0.02761305766206904
